id,category,subCategory,detailCategory,tags
56,항해·기상,조석·조류,조석,조석|고조|저조
57,항해·기상,기상,해상기상,안개|전선|이류무
58,항해·기상,조석·조류,조석,대조|염분|해류
59,항해·기상,조석·조류,조석,조석|대조|조차|조류|해면
60,항해·기상,조석·조류,조류·해류,해류
61,항해·기상,조석·조류,조류·해류,조류
62,항해·기상,조석·조류,조석·조류,전선|안개|해무|이류무|복사무
63,항해·기상,조석·조류,조류·해류,해류|바람|기압
64,항해·기상,조석·조류,조석,만조|간조|간출|노출암
65,항해·기상,조석·조류,조류·해류,해류|바람|해면
66,항해·기상,조석·조류,조류·해류,해류|수온|염분
67,항해·기상,기상,기상,기온
68,항해·기상,기상,바람·기압,바람|풍향|기상
69,항해·기상,기상,해상기상,태풍
70,항해·기상,조석·조류,조석·조류,안개|해무|이류무|복사무|해면
71,선박운용,요트운용,요트운용,요트|선체|저항|모노헐
72,선박운용,요트운용,요트의장,세일|돛|메인세일|요트|선수
73,선박운용,요트운용,요트의장,세일
74,선박운용,접안,투묘·로프,로프|무어링|선체|계류|앵커
75,선박운용,요트운용,요트의장,붐|요트
76,항해·기상,기상,바람·기압,바람
77,항해·기상,기상,바람·기압,바람
78,선박운용,요트운용,요트의장,세일|돛|선수
79,선박운용,요트운용,요트의장,세일|요트|계류|로프|무어링
80,항해·기상,기상,바람·기압,바람
81,선박운용,요트운용,요트의장,마스트|요트|콕핏|선체|선미
82,선박운용,요트운용,범주,풍상|요트|복원|추진
83,선박운용,요트운용,요트의장,돛|요트|선수|로프
84,선박운용,요트운용,요트의장,세일|돛|요트|선수|선미
85,선박운용,요트운용,요트의장,킬|요트|선체|복원
86,선박운용,요트운용,범주,트림|선체|타
87,선박운용,요트운용,요트의장,세일|러프|크루
88,선박운용,요트운용,요트의장,돛|선수
89,항해·기상,기상,바람·기압,바람
90,선박운용,요트운용,요트의장,돛|러프
91,선박운용,선체구조,선체·치수,선수|선미|좌현|우현
92,항해·기상,기상,바람·기압,바람
93,선박운용,요트운용,범주,범주|요트
94,선박운용,요트운용,요트의장,세일|붐|메인세일
95,선박운용,조종,추진·선회,선회|선체|모노헐
96,선박운용,요트운용,요트운용,요트|선체|모노헐
97,선박운용,요트운용,요트의장,세일
98,선박운용,요트운용,요트의장,돛|요트
99,항해·기상,항해계기,컴퍼스·GPS,gps
100,선박운용,요트운용,요트의장,킬|요트|선체
101,선박운용,요트운용,요트운용,요트|센터보드|러더
102,선박운용,요트운용,요트운용,요트
103,항해·기상,기상,바람·기압,풍속
104,선박운용,요트운용,요트의장,돛|마스트|로프
105,선박운용,요트운용,요트의장,세일|요트|클루|러프|리치
106,선박운용,요트운용,요트의장,세일|돛|마스트|집세일|메인세일
107,항해·기상,기상,바람·기압,바람
108,선박운용,요트운용,요트의장,세일|돛|풍상|풍하|전진
109,안전·응급처치,조난신호,조난통신·신호,조난신호|조난
110,선박운용,요트운용,요트의장,킬|요트|선체|흘수|복원
111,선박운용,요트운용,요트의장,돛|요트
112,선박운용,요트운용,요트의장,세일|붐|배튼
113,선박운용,요트운용,요트의장,돛|요트|선체|조종|타
114,항해·기상,기상,바람·기압,바람
115,선박운용,요트운용,요트의장,세일
116,항해·기상,기상,바람·기압,바람
117,항해·기상,기상,바람·기압,바람
118,선박운용,요트운용,요트의장,세일|돛|집세일|메인세일|그로밋
119,항해·기상,해도,방위·선위,자차|컴퍼스
120,항해·기상,해도,방위·선위,방위|자차|컴퍼스
121,항해·기상,항해계기,레이더·측정장비,속력|항주거리|선속계
122,항해·기상,항해계기,컴퍼스·GPS,gps|dgps
123,안전·응급처치,조난신호,조난통신·신호,발연부
124,안전·응급처치,구명설비,구명장비,구명조끼|구명부환|보온구|구명|조난
125,안전·응급처치,구명설비,구명장비,구명뗏목|구명줄|구명줄발사기|구명|구조
126,안전·응급처치,조난신호,조난통신·신호,조난신호|epirb|조난|비상|침몰
127,안전·응급처치,CPR·AED,심폐소생술,심폐소생|구조|의식|호흡
128,안전·응급처치,구명설비,구명장비,생존수영|호흡
129,안전·응급처치,CPR·AED,심폐소생술,심폐소생|익수|응급|119|처치
130,안전·응급처치,응급처치,일반응급처치,화상
131,안전·응급처치,CPR·AED,심폐소생술,가슴압박|인공호흡|심정지|심실세동|호흡
132,선박운용,조종,조종,정지
133,안전·응급처치,응급처치,일반응급처치,출혈|저체온|처치|호흡|맥박
134,선박운용,요트운용,요트운용,요트
135,안전·응급처치,사고대응,사고·비상대응,구조|인명구조|구조활동|맨몸구조|구조자의 안전
136,안전·응급처치,응급처치,일반응급처치,출혈|지혈|부목
137,안전·응급처치,사고대응,사고·비상대응,구조|인간사슬|물에 빠진
138,안전·응급처치,응급처치,일반응급처치,응급|처치|구조
139,안전·응급처치,사고대응,사고·비상대응,구조|인명구조|익수
140,안전·응급처치,사고대응,사고·비상대응,구조|구명|익수
141,안전·응급처치,구명설비,구명장비,구명뗏목|구명
142,안전·응급처치,조난신호,조난통신·신호,발연부|구명|조난|구명부환
143,안전·응급처치,사고대응,사고·비상대응,구조|인명구조|구조활동|구조자의 안전
144,안전·응급처치,응급처치,일반응급처치,저체온|처치|호흡|119
145,항해·기상,항해계기,항해계기,게이지
146,안전·응급처치,사고대응,사고·비상대응,화재|소화기
147,안전·응급처치,응급처치,일반응급처치,응급|구조|인명구조
148,안전·응급처치,CPR·AED,심폐소생술,심폐소생|가슴압박|인공호흡|호흡
149,안전·응급처치,응급처치,일반응급처치,저체온|맥박
150,안전·응급처치,응급처치,일반응급처치,응급|처치|구조|사고|119
151,안전·응급처치,응급처치,일반응급처치,골절|부목
152,안전·응급처치,사고대응,사고·비상대응,사고|구조|인명구조|구명|구조자의 안전
153,안전·응급처치,사고대응,사고·비상대응,구조|인명구조|구조자의 안전
154,안전·응급처치,응급처치,일반응급처치,동상
155,기관,기관기초,기관원리,기관|내연기관|피스톤|회전수
156,기관,기관고장,고장진단,과열|기관|엔진|가솔린|윤활
157,기관,윤활계통,윤활장치,엔진오일|오일|엔진|시동
158,기관,기관고장,고장진단,고장|진동|엔진|가솔린|연료
159,기관,기관기초,기관원리,기관|피스톤|디젤
160,기관,윤활계통,윤활장치,윤활|윤활유
161,안전·응급처치,응급처치,일반응급처치,화상
162,기관,기관고장,고장진단,출력|기관|연료|윤활|윤활유
163,기관,기관고장,고장진단,과부하|엔진|디젤|연료
164,기관,냉각계통,냉각장치,냉각|냉각수
165,기관,연료계통,연료장치,연료|기관|디젤|피스톤|4행정
166,기관,기관고장,고장진단,과열|과부하|기관|엔진
167,선박운용,요트운용,요트운용,크루|프로펠러|추진
168,기관,기관고장,고장진단,고장|윤활|윤활유|냉각
169,기관,기관고장,고장진단,고장|정지|자연 정지|기관|디젤
170,기관,냉각계통,냉각장치,냉각|냉각수|엔진|디젤|윤활
171,기관,냉각계통,냉각장치,임펠러|원심펌프
172,기관,기관고장,고장진단,과부하|기관|디젤
173,항해·기상,항해계기,레이더·측정장비,속력
174,기관,윤활계통,윤활장치,윤활|윤활유|엔진|연료|시동
175,기관,냉각계통,냉각장치,냉각|엔진|디젤|연료|윤활
176,기관,윤활계통,윤활장치,윤활|윤활유|오일|엔진|디젤
177,기관,전기·점화,전기·점화장치,전류|발열작용|자기작용|자화작용|화학작용
178,기관,전기·점화,전기·점화장치,퓨즈|전기|전기회로
179,기관,기관고장,고장진단,과부하|전류|퓨즈|전원
180,기관,전기·점화,전기·점화장치,축전지|전기|전원|기관|연료
181,기관,전기·점화,전기·점화장치,축전지|전류|납축전지
182,기관,전기·점화,전기·점화장치,전원|전원 회로
183,기관,기관고장,고장진단,정지|급정지|압력 저하|엔진|디젤
184,기관,냉각계통,냉각장치,냉각|냉각수|엔진|연료|시동
185,항해·기상,항해계기,항해계기,항정|항정선|대권
186,항해·기상,기상,기상,기상
187,항해·기상,항해계기,컴퍼스·GPS,컴퍼스
188,항해·기상,기상,바람·기압,풍향|풍속|gps
189,항해·기상,기상,바람·기압,바람
190,항해·기상,항해계기,레이더·측정장비,속력
191,항해·기상,기상,기상,습도
192,항해·기상,기상,바람·기압,풍향|풍속|나침반|gps|레이더
193,항해·기상,항해계기,레이더·측정장비,속력|대지속력|대수속력
194,항해·기상,기상,바람·기압,바람
195,항해·기상,기상,바람·기압,바람
196,선박운용,요트운용,범주,태킹|풍상|세일
197,선박운용,요트운용,요트운용,요트
198,항해·기상,기상,바람·기압,바람|풍향|풍속|나침반|gps
199,항해·기상,항해계기,항해계기,방위|위치선|교차방위
200,항해·기상,항해계기,컴퍼스·GPS,gps
201,항해·기상,기상,바람·기압,풍향|풍속|나침반|gps|레이더
202,항해·기상,기상,바람·기압,바람
203,항해·기상,조석·조류,조류·해류,조류
204,항해·기상,기상,바람·기압,바람
205,선박운용,요트운용,요트운용,요트
206,항해·기상,기상,바람·기압,바람|기압
207,항해·기상,해도,방위·선위,방위|위치선|중시선|자차|컴퍼스
208,항해·기상,항해계기,항해계기,방위|교차방위
209,항해·기상,기상,기상,기상
210,항해·기상,조석·조류,조석·조류,수심|컴퍼스|방위
211,항해·기상,기상,바람·기압,풍속|나침반|gps
212,항해·기상,기상,바람·기압,바람
213,항해·기상,항해계기,항해계기,방위
214,항해·기상,기상,바람·기압,바람
215,항해·기상,항로표지,부표·등대,등대|해도|나침도|편차|자차
216,선박운용,요트운용,요트운용,요트
217,항해·기상,해도,방위·선위,방위|교차방위|해도|gps|육분의
218,항해·기상,항로표지,부표·등대,부표|등부표|항로표지|중시선
219,항해·기상,기상,바람·기압,바람
220,항해·기상,해도,해도·수로서지,해도|속력
221,선박운용,요트운용,요트운용,요트
222,항해·기상,기상,바람·기압,풍속|레이더|방위
223,항해·기상,항해계기,레이더·측정장비,레이더
224,항해·기상,기상,바람·기압,풍향|풍속|gps|속력|대지속력
225,항해·기상,해도,해도·수로서지,해도
226,항해·기상,항로표지,부표·등대,부표|iala|측방표지|암초|좌현표지
227,선박운용,요트운용,요트운용,요트|크루|스키퍼|선체|선수
228,항해·기상,기상,해상기상,전선|해도|방위
229,안전·응급처치,조난신호,조난통신·신호,조난통신|gmdss|조난
230,항해·기상,항해계기,컴퍼스·GPS,vhf
231,안전·응급처치,조난신호,조난통신·신호,조난신호|mayday|조난
232,안전·응급처치,조난신호,조난통신·신호,조난신호|조난
233,선박운용,선체구조,선체·치수,선체|저항
234,항해·기상,조석·조류,조류·해류,조류|바람|나침반|gps
235,항해·기상,항해계기,레이더·측정장비,레이더
236,항해·기상,조석·조류,조석,조석|등대
237,항해·기상,항해계기,레이더·측정장비,속력
238,선박운용,요트운용,요트의장,세일|지브|킬|조종|로프
239,항해·기상,기상,바람·기압,바람
240,선박운용,요트운용,요트의장,돛|요트|조종
241,선박운용,요트운용,요트의장,세일|돛|붐|메인세일|요트
242,항해·기상,항해계기,컴퍼스·GPS,컴퍼스
243,항해·기상,기상,바람·기압,바람
244,선박운용,요트운용,요트운용,요트
245,선박운용,접안,접안·이안,이안|조종
246,항해·기상,기상,해상기상,풍랑
247,선박운용,요트운용,요트의장,돛|요트|조종
248,항해·기상,기상,바람·기압,바람
249,항해·기상,기상,바람·기압,바람
250,항해·기상,조석·조류,조석,간조|너울|조류
251,항해·기상,항해계기,항해계기,포인트
252,항해·기상,조석·조류,조류·해류,조류|유향|해도|나침도|편차
253,선박운용,접안,접안·이안,이안
254,항해·기상,조석·조류,조류·해류,조류|바람
255,항해·기상,항해계기,항해계기,방위
256,항해·기상,조석·조류,조류·해류,조류|풍랑|등대|부표|등부표
257,선박운용,요트운용,요트의장,세일|요트|크루
258,항해·기상,조석·조류,조류·해류,조류|바람
259,항해·기상,항로표지,부표·등대,등대
260,항해·기상,항로표지,부표·등대,부표|등부표|등대|암초
261,항해·기상,기상,해상기상,태풍
262,선박운용,접안,투묘·로프,닻|닻줄
263,선박운용,요트운용,범주,태킹|풍상|요트
264,항해·기상,기상,바람·기압,바람
265,항해·기상,항해계기,레이더·측정장비,레이더|방위
266,항해·기상,기상,바람·기압,바람|풍향|태풍
267,항해·기상,기상,바람·기압,바람|속력
268,항해·기상,항해계기,레이더·측정장비,레이더
269,선박운용,요트운용,요트의장,붐|스피니커|클루
270,항해·기상,조석·조류,조류·해류,조류
271,항해·기상,항해계기,항해계기,도플러|선속계
272,기관,냉각계통,냉각장치,해수|엔진|윤활|윤활유|엔진오일
273,항해·기상,조석·조류,조석·조류,해면|레이더
274,항해·기상,기상,바람·기압,바람
275,항해·기상,기상,바람·기압,바람
276,선박운용,요트운용,요트운용,요트
277,선박운용,요트운용,요트운용,요트|선수|무어링
278,선박운용,접안,투묘·로프,볼라드|비트|계류|계선
279,선박운용,접안,투묘·로프,로프|매듭|볼라드|비트|앵커
280,항해·기상,기상,바람·기압,바람|풍향|나침반|선속계
281,항해·기상,기상,바람·기압,바람
282,선박운용,요트운용,범주,자이브|풍상|풍하|마스트|스피니커
283,항해·기상,항해계기,레이더·측정장비,속력
284,항해·기상,기상,바람·기압,바람
285,항해·기상,기상,바람·기압,바람
286,항해·기상,항해계기,레이더·측정장비,속력
287,항해·기상,항로표지,등색·등질,등색|홍색|녹색|등대|부표
288,항해·기상,항로표지,부표·등대,부표
289,항해·기상,항로표지,부표·등대,부표|측방표지
290,항해·기상,기상,바람·기압,바람
291,항해·기상,기상,바람·기압,바람
292,항해·기상,조석·조류,조석,조석|수로서지|항로지|등대|항로표지
293,선박운용,요트운용,요트운용,요트|선수|접안|계류
294,항해·기상,기상,바람·기압,바람
295,항해·기상,조석·조류,조석·조류,수심|해도|등대
296,선박운용,요트운용,범주,풍상|요트
297,항해·기상,항해계기,레이더·측정장비,육분의|방위
298,선박운용,요트운용,범주,트림|선수|선미|흘수|건현
299,항해·기상,기상,바람·기압,바람
300,안전·응급처치,구명설비,구명장비,구명뗏목|구명|전복
301,항해·기상,기상,바람·기압,바람
302,항해·기상,조석·조류,조석·조류,수심
303,선박운용,요트운용,요트의장,세일|마스트|러프|범주|선체
304,선박운용,요트운용,요트의장,돛|요트|리핑
305,항해·기상,조석·조류,조류·해류,조류|창조|낙조|정조|게류
306,항해·기상,기상,바람·기압,바람
307,항해·기상,기상,바람·기압,바람
308,선박운용,요트운용,요트의장,마스트|요트|크루|스키퍼
309,항해·기상,기상,바람·기압,바람
310,선박운용,요트운용,요트의장,세일|요트|범주
311,선박운용,요트운용,요트의장,돛
312,선박운용,요트운용,범주,태킹|풍상|풍하|요트|타
313,항해·기상,기상,바람·기압,바람
314,선박운용,요트운용,요트의장,세일|돛|마스트|붐|메인세일
315,항해·기상,기상,바람·기압,바람
316,선박운용,요트운용,요트의장,세일|돛|지브|요트|클루
317,선박운용,요트운용,요트운용,요트|선수|선미
318,선박운용,요트운용,범주,풍상|풍하|요트|선수
319,선박운용,요트운용,요트운용,요트
320,선박운용,요트운용,요트의장,세일|마스트|요트|크루|스키퍼
321,항해·기상,항로표지,부표·등대,부표|iala
322,항해·기상,해도,해도·수로서지,항행통보
323,항해·기상,해도,해도·수로서지,해도
324,항해·기상,기상,바람·기압,바람
325,항해·기상,항로표지,부표·등대,등대
326,선박운용,접안,투묘·로프,닻
327,선박운용,조종,추진·선회,조타|타|좌현|우현|미드 십
328,항해·기상,항로표지,등색·등질,등색|등질|섬광|등대
329,선박운용,요트운용,범주,범주|풍상|풍하|리치
330,항해·기상,항로표지,부표·등대,등대|해도
331,항해·기상,기상,바람·기압,바람
332,선박운용,요트운용,범주,풍상|풍하|세일|스키퍼|조종
333,항해·기상,기상,바람·기압,바람
334,항해·기상,기상,바람·기압,바람
335,항해·기상,항해계기,컴퍼스·GPS,컴퍼스
336,항해·기상,항해계기,항해계기,방위|위치선|항정|항정선
337,항해·기상,기상,바람·기압,바람
338,기관,냉각계통,냉각장치,해수|윤활|윤활유
339,안전·응급처치,응급처치,일반응급처치,감염|소화기|호흡|감염병|병원체
340,항해·기상,해도,해도·수로서지,저질
341,항해·기상,조석·조류,조석,고조|저조|수심|해도
342,안전·응급처치,구명설비,구명장비,구명부환|구명
343,항해·기상,항해계기,항해계기,mph|게이지
344,항해·기상,항해계기,레이더·측정장비,육분의
345,항해·기상,항해계기,컴퍼스·GPS,컴퍼스|중시선
346,법규,면허·등록,면허·등록,법|수상레저안전법
347,법규,면허·등록,등록·검사,등록|법|수상레저안전법
348,법규,면허·등록,면허·등록,해양경찰서장|법|수상레저안전법
349,법규,면허·등록,조종면허,조종면허|면허시험|필기시험|실기시험|면허
350,법규,면허·등록,조종면허,조종면허|실기시험|면허
351,법규,면허·등록,조종면허,조종면허|실기시험|면허|법|시행령
352,법규,항만·항로,입항·출항,입항|출항|면허|조종면허|필기시험
353,법규,운항규칙,운항의무,착용|면허|조종면허|실기시험|법
354,법규,면허·등록,등록·검사,등록|변경등록|시장·군수·구청장|승인|법
355,법규,벌칙·행정처분,행정처분,처분|정지|면허|조종면허|위반
356,법규,벌칙·행정처분,행정처분,처분|취소|정지|면허|조종면허
357,법규,운항규칙,원거리·정원·주취,원거리|신고|법|시행규칙|수상레저안전법
358,법규,면허·등록,조종면허,조종면허|면허|법|시행규칙|수상레저안전법
359,안전·응급처치,조난신호,조난통신·신호,조난신호|발연부|구명|조난|소화기
360,법규,면허·등록,등록·검사,등록|변경등록|시장·군수·구청장|법|법률
361,법규,면허·등록,사업·교육,사업자|안전교육|위탁기관|등록|법
362,법규,면허·등록,등록·검사,등록|등록번호판|법|법률|시행규칙
363,법규,벌칙·행정처분,행정처분,취소|정지|면허|조종면허|법
364,법규,면허·등록,등록·검사,등록|신규검사|법|법률|동력수상레저기구
365,기관,기관고장,고장진단,출력|기관
366,법규,면허·등록,등록·검사,등록|사업자|해양경찰서장|동력수상레저기구
367,법규,면허·등록,사업·교육,안전교육|시험대행|면제교육|위탁기관|면허
368,법규,벌칙·행정처분,행정처분,취소|정지|등록|안전검사|법
369,법규,운항규칙,원거리·정원·주취,정원|사업자|영업구역|영업|법
370,법규,면허·등록,조종면허,면허시험|면허|법|시행규칙|수상레저안전법
371,법규,면허·등록,등록·검사,등록|법|법률|시행령|수상레저기구등록법
372,선박운용,요트운용,요트의장,세일|요트|톤수
373,법규,운항규칙,원거리·정원·주취,안전장비|법|시행규칙|수상레저안전법|구명조끼
374,법규,벌칙·행정처분,행정처분,취소|면허|조종면허|결격|등록
375,법규,면허·등록,조종면허,조종면허|면허시험|면허증|면허|발급
376,법규,면허·등록,조종면허,조종면허|면허시험|필기시험|실기시험|면허
377,법규,면허·등록,등록·검사,등록|안전검사|신규검사|정기검사|임시검사
378,법규,면허·등록,사업·교육,안전교육|시험대행|면허|법|시행령
379,법규,면허·등록,조종면허,조종면허|실기시험|면허|법|시행규칙
380,법규,벌칙·행정처분,벌칙·과태료,벌금|징역|벌칙|면허|등록
381,법규,면허·등록,등록·검사,등록|말소등록|말소|법|법률
382,법규,운항규칙,운항의무,착용|면허|조종면허|실기시험|구명조끼
383,법규,벌칙·행정처분,행정처분,취소|면허|조종면허|결격|위반
384,법규,면허·등록,조종면허,조종면허|실기시험|면허|법|시행규칙
385,법규,면허·등록,면허·등록,해양경찰서장|시장·군수·구청장|허가|운항구역|동력수상레저기구
386,법규,면허·등록,조종면허,면허시험|면허증|갱신|면허|안전교육
387,법규,운항규칙,원거리·정원·주취,원거리|신고|법|수상레저안전법
388,법규,면허·등록,등록·검사,등록|등록번호판|법|법률|시행규칙
389,법규,면허·등록,등록·검사,등록|신규검사|발급|임시검사|허가
390,법규,면허·등록,조종면허,조종면허|면허시험|필기시험|면허증|면허
391,법규,면허·등록,조종면허,조종면허|면허|시험대행|등록|신고
392,법규,운항규칙,원거리·정원·주취,안전장비|법|시행규칙|수상레저안전법|구명조끼
393,법규,면허·등록,조종면허,조종면허|면허|법|시행규칙|수상레저안전법
394,법규,벌칙·행정처분,행정처분,처분|취소|정지|면허|조종면허
395,법규,운항규칙,원거리·정원·주취,정원|등록|신규검사|정기검사|임시검사
396,법규,면허·등록,등록·검사,신규검사|해양경찰서장|시장·군수·구청장|허가|운항구역
397,법규,면허·등록,등록·검사,등록|법|시행규칙|수상레저기구등록법|운항구역
398,법규,면허·등록,조종면허,조종면허|필기시험|면허|법|시행령
399,법규,벌칙·행정처분,행정처분,정지|면허|조종면허|갱신|발급
400,법규,면허·등록,사업·교육,사업장|영업구역|영업|법|시행령
401,법규,운항규칙,해양환경·오염방지,해양환경관리법|안전교육|법|시행규칙|수상레저안전법
402,법규,벌칙·행정처분,벌칙·과태료,과태료|위반|법|시행령|수상레저안전법
403,법규,운항규칙,원거리·정원·주취,정원|면허|조종면허|등록|안전검사
404,법규,운항규칙,원거리·정원·주취,원거리|신고|법|시행규칙|수상레저안전법
405,법규,면허·등록,면허·등록,운항구역|위치발신장치|동력수상레저기구
406,법규,면허·등록,등록·검사,등록|등록번호판|법|법률|시행규칙
407,법규,면허·등록,등록·검사,등록|사업장|영업|법|시행규칙
408,법규,벌칙·행정처분,행정처분,취소|정지|등록|사업자|영업
409,법규,면허·등록,사업·교육,사업자|사업장|법|시행령|수상레저안전법
410,법규,벌칙·행정처분,행정처분,취소|면허|필기시험|실기시험|시험대행
411,선박운용,조종,추진·선회,조종
412,법규,면허·등록,면허·등록,법|법상|수상레저안전법|동력수상레저기구
413,법규,면허·등록,등록·검사,등록|등록번호판|안전검사|말소등록|발급
414,선박운용,조종,추진·선회,조종
415,법규,면허·등록,조종면허,조종면허|면허시험|필기시험|실기시험|면허
416,법규,면허·등록,면허·등록,법|법상|시행령|수상레저안전법|동력수상레저기구
417,법규,벌칙·행정처분,행정처분,취소|정지|업무정지|지정취소|안전교육
418,법규,면허·등록,조종면허,조종면허|면허시험|필기시험|실기시험|면허
419,법규,면허·등록,면허·등록,해양경찰서장|시장·군수·구청장|신고|법|법상
420,법규,면허·등록,조종면허,조종면허|면허시험|면허|법|수상레저안전법
421,법규,면허·등록,조종면허,조종면허|면허시험|면허|법|시행령
422,법규,벌칙·행정처분,행정처분,취소|면허|조종면허|결격|위반
423,법규,면허·등록,조종면허,조종면허|면허|법
424,법규,벌칙·행정처분,벌칙·과태료,과태료|등록|안전검사|법|시행령
425,항해·기상,기상,기상,기단
426,안전·응급처치,응급처치,일반응급처치,응급|구조
427,법규,면허·등록,조종면허,조종면허|면허|결격|법|법상
428,법규,벌칙·행정처분,벌칙·과태료,과태료|면허|안전교육|처분|법
429,항해·기상,항해계기,컴퍼스·GPS,나침반
430,법규,면허·등록,조종면허,면허시험|필기시험|면허|등록|법
431,법규,벌칙·행정처분,행정처분,취소|정지|면허|조종면허|법
432,항해·기상,기상,기상,기상
433,항해·기상,항해계기,레이더·측정장비,속력
434,법규,면허·등록,등록·검사,등록|안전검사|신규검사|정기검사|임시검사
435,법규,벌칙·행정처분,행정처분,취소|정지|면허|조종면허|허가
436,법규,면허·등록,조종면허,조종면허|면허증|면허|안전교육|안전검사
437,항해·기상,항해계기,레이더·측정장비,속력
438,법규,운항규칙,원거리·정원·주취,정원|면허|조종면허|안전검사|법
439,기관,기관고장,고장진단,출력|기관
440,법규,면허·등록,등록·검사,등록|변경등록|말소
441,법규,면허·등록,조종면허,면허증|면허|등록|해양경찰서장|시장·군수·구청장
442,선박운용,항법,충돌예방,횡단|좌현|우현
443,법규,면허·등록,조종면허,조종면허|면허증|갱신|면허|발급
444,법규,운항규칙,원거리·정원·주취,정원|신규검사|운항구역
445,법규,벌칙·행정처분,벌칙·과태료,과태료|등록|안전검사|법|시행령
446,법규,면허·등록,사업·교육,사업장|법|수상레저안전법
447,법규,면허·등록,조종면허,조종면허|면허시험|필기시험|실기시험|면허
448,법규,운항규칙,원거리·정원·주취,안전장비|해양경찰서장|법|시행규칙|수상레저안전법
449,법규,벌칙·행정처분,행정처분,정지|해양경찰서장|시장·군수·구청장|법|법상
450,법규,운항규칙,운항규칙,안전교육|법|시행령|수상레저안전법|동력수상레저기구
451,법규,벌칙·행정처분,벌칙·과태료,과태료|과징금|위반|법|시행령
452,법규,운항규칙,운항규칙,면허|조종면허|등록|영업구역|영업
453,법규,운항규칙,원거리·정원·주취,정원|등록|사업장|법|시행규칙
454,법규,면허·등록,등록·검사,등록|법|법률|법상|수상레저기구등록법
455,법규,면허·등록,면허·등록,법|법상|수상레저안전법|동력수상레저기구
456,법규,면허·등록,면허·등록,법|법률|수상레저안전법|연안사고 예방|낚시 관리
457,법규,면허·등록,조종면허,조종면허|면허시험|면허|사업장|허가
458,법규,면허·등록,등록·검사,등록|결격|법|수상레저안전법
459,법규,면허·등록,등록·검사,등록|안전검사|정기검사|법|법률
