mbrisSourceId,internalId,koreanName,scientificName,normalizedScientificName,canonicalSlug,primaryClass,reason,legacyLocalMatch,legacyMappingRequired,secondaryFlags,collisions
"MBRIS:척추동물:67","BM-SPECIES-000065","양태","Platycephalus indicus","Platycephalus indicus","platycephalus-indicus","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:82","BM-SPECIES-000080","아귀","Lophiomus setigerus","Lophiomus setigerus","lophiomus-setigerus","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:97","BM-SPECIES-000095","달고기","Zeus faber","Zeus faber","zeus-faber","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:99","BM-SPECIES-000097","숭어","Mugil cephalus","Mugil cephalus","mugil-cephalus","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:105","BM-SPECIES-000103","가숭어","Planiliza haematocheilus","Planiliza haematocheilus","planiliza-haematocheilus","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:124","BM-SPECIES-000122","쥐치","Stephanolepis cirrhifer","Stephanolepis cirrhifer","stephanolepis-cirrhifer","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:131","BM-SPECIES-000129","말쥐치","Thamnaconus modestus","Thamnaconus modestus","thamnaconus-modestus","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_scientific_exact"",""LOCAL_UI_NAME_MATCH"",""NIFS_LINKED_scientific_exact""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:145","BM-SPECIES-000143","가시복","Diodon holocanthus","Diodon holocanthus","diodon-holocanthus","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:165","BM-SPECIES-000163","까치복","Takifugu xanthopterus","Takifugu xanthopterus","takifugu-xanthopterus","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:167","BM-SPECIES-000165","검복","Takifugu porphyreus","Takifugu porphyreus","takifugu-porphyreus","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:190","BM-SPECIES-000188","농어","Lateolabrax japonicus","Lateolabrax japonicus","lateolabrax-japonicus","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:192","BM-SPECIES-000190","점농어","Lateolabrax spilonotus","Lateolabrax spilonotus","lateolabrax-spilonotus","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:194","BM-SPECIES-000192","눈볼대","Doederleinia berycoides","Doederleinia berycoides","doederleinia-berycoides","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:223","BM-SPECIES-000221","인상어","Neoditrema ransonnetii","Neoditrema ransonnetii","neoditrema-ransonnetii","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:225","BM-SPECIES-000223","망상어","Ditrema temminckii","Ditrema temminckii","ditrema-temminckii","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:228","BM-SPECIES-000226","자리돔","Chromis notata","Chromis notata","chromis-notata","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:279","BM-SPECIES-000277","강담돔","Oplegnathus punctatus","Oplegnathus punctatus","oplegnathus-punctatus","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:280","BM-SPECIES-000278","돌돔","Oplegnathus fasciatus","Oplegnathus fasciatus","oplegnathus-fasciatus","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:281","BM-SPECIES-000279","벵에돔","Girella punctata","Girella punctata","girella-punctata","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:282","BM-SPECIES-000280","긴꼬리벵에돔","Girella leonina","Girella leonina","girella-leonina","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:286","BM-SPECIES-000284","무늬망둑","Bathygobius fuscus","Bathygobius fuscus","bathygobius-fuscus","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:340","BM-SPECIES-000338","풀망둑","Acanthogobius hasta","Acanthogobius hasta","acanthogobius-hasta","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:341","BM-SPECIES-000339","문절망둑","Acanthogobius flavimanus","Acanthogobius flavimanus","acanthogobius-flavimanus","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:348","BM-SPECIES-000346","도화망둑","Amblychaeturichthys hexanema","Amblychaeturichthys hexanema","amblychaeturichthys-hexanema","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:353","BM-SPECIES-000351","두줄망둑","Tridentiger trigonocephalus","Tridentiger trigonocephalus","tridentiger-trigonocephalus","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:358","BM-SPECIES-000356","검정망둑","Tridentiger obscurus","Tridentiger obscurus","tridentiger-obscurus","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:364","BM-SPECIES-000362","살망둑","Gymnogobius heptacanthus","Gymnogobius heptacanthus","gymnogobius-heptacanthus","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:384","BM-SPECIES-000382","","Chaeturichthys jeoni","Chaeturichthys jeoni","chaeturichthys-jeoni","KOREAN_NAME_REVIEW","MBRIS does not provide a Korean name; automatic naming is prohibited.","NONE","false","[""KOREAN_NAME_MISSING""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:386","BM-SPECIES-000384","별망둑","Chaenogobius gulosus","Chaenogobius gulosus","chaenogobius-gulosus","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:397","BM-SPECIES-000395","금줄망둑","Pterogobius virgo","Pterogobius virgo","pterogobius-virgo","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:409","BM-SPECIES-000407","동갈삼치","Scomberomorus commerson","Scomberomorus commerson","scomberomorus-commerson","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:410","BM-SPECIES-000408","삼치","Scomberomorus niphonius","Scomberomorus niphonius","scomberomorus-niphonius","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_scientific_exact"",""LOCAL_UI_NAME_MATCH"",""NIFS_LINKED_scientific_exact""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:413","BM-SPECIES-000411","점다랑어","Euthynnus affinis","Euthynnus affinis","euthynnus-affinis","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:414","BM-SPECIES-000412","가다랑어","Katsuwonus pelamis","Katsuwonus pelamis","katsuwonus-pelamis","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:417","BM-SPECIES-000415","줄삼치","Sarda orientalis","Sarda orientalis","sarda-orientalis","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:419","BM-SPECIES-000417","고등어","Scomber japonicus","Scomber japonicus","scomber-japonicus","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_scientific_exact"",""LOCAL_UI_NAME_MATCH"",""NIFS_LINKED_scientific_exact""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:420","BM-SPECIES-000418","꼬치삼치","Acanthocybium solandri","Acanthocybium solandri","acanthocybium-solandri","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:423","BM-SPECIES-000421","눈다랑어","Thunnus obesus","Thunnus obesus","thunnus-obesus","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:427","BM-SPECIES-000425","덕대","Pampus argenteus","Pampus argenteus","pampus-argenteus","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:428","BM-SPECIES-000426","병어","Pampus punctatissimus","Pampus punctatissimus","pampus-punctatissimus","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:440","BM-SPECIES-000438","새다래","Brama japonica","Brama japonica","brama-japonica","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:446","BM-SPECIES-000444","갈치","Trichiurus japonicus","Trichiurus japonicus","trichiurus-japonicus","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_synonym"",""LOCAL_UI_NAME_MATCH"",""NIFS_LINKED_synonym""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:461","BM-SPECIES-000459","꼬치고기","Sphyraena pinguis","Sphyraena pinguis","sphyraena-pinguis","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:467","BM-SPECIES-000465","넙치","Paralichthys olivaceus","Paralichthys olivaceus","paralichthys-olivaceus","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:472","BM-SPECIES-000470","청새치","Kajikia audax","Kajikia audax","kajikia-audax","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_NAME_MATCH","true","[""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:475","BM-SPECIES-000473","돛새치","Istiophorus platypterus","Istiophorus platypterus","istiophorus-platypterus","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:481","BM-SPECIES-000479","황새치","Xiphias gladius","Xiphias gladius","xiphias-gladius","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_korean_candidate"",""LOCAL_UI_NAME_MATCH""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
"MBRIS:척추동물:490","BM-SPECIES-000488","전갱이","Trachurus japonicus","Trachurus japonicus","trachurus-japonicus","LINK_LEGACY_AND_PROMOTE_NEW","A local UI fish record exists, but no staging canonical identity exists; create a new canonical species and retain a legacy mapping.","LEGACY_LOCAL_SOURCE_LINK","true","[""FISH_DATA_LINKED_scientific_exact"",""LOCAL_UI_NAME_MATCH"",""NIFS_LINKED_scientific_exact""]","{""id"":false,""sourceId"":false,""scientific"":false,""normalizedScientific"":false,""slug"":false,""relation"":false}"
