id,name,type,region,city,address,phone,availableLicenses,sourceUrl,sourceCheckedAt,note,status
chungbuk-jincheon-exemption-education,충북(진천),exemption-education,충북,진천군,충청북도 진천군 진천읍 건송리 58-1,043-536-4864,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 면제교육기관(교육장) 목록에서 확인,active
gyeongnam-masan-exemption-education,경남(마산),exemption-education,경남,창원시,경상남도 마산시 진동면 광암해안길 118,055-271-9977,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 면제교육기관(교육장) 목록에서 확인,active
gyeongnam-changwon-exemption-education,경남(창원),exemption-education,경남,창원시,"경상남도 창원시 진해구 천자로 160,",055-551-9122,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 면제교육기관(교육장) 목록에서 확인,active
gyeongnam-hapcheon-exemption-education,경남(합천),exemption-education,경남,합천군,경상남도 합천군 봉산면 서부로 4270-8,055-933-1974,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 면제교육기관(교육장) 목록에서 확인,active
gyeongnam-yacht-tongyeong-exemption-education,경남요트(통영),exemption-education,경남,통영시,경상남도 통영시 도남로 269-28,055-641-5051,yacht,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 면제교육기관(교육장) 목록에서 요트 명칭으로 확인,active
gyeongnam-geoje-nambu-exemption-education,경남(거제남부),exemption-education,경남,거제시,경상남도 거제시 남부면 남부해안로 1035,055-632-2955,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 면제교육기관(교육장) 목록에서 확인,active
gyeongnam-goseong-exemption-education,경남(고성),exemption-education,경남,고성군,경상남도 고성군 회화면 당항길 154-23,055-551-9122,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 면제교육기관(교육장) 목록에서 확인,active
gyeongnam-yacht-geoje-exemption-education,경남요트(거제),exemption-education,경남,거제시,경상남도 거제시 남부면 남부해안로 1035,055-632-2955,yacht,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 면제교육기관(교육장) 목록에서 요트 명칭으로 확인,active
gyeongnam-geoje-ilun-exemption-education,경남(거제일운),exemption-education,경남,거제시,경상남도 거제시 일운면 지세포해안로 43,055-639-8286,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 면제교육기관(교육장) 목록에서 확인,active
gyeongnam-tongyeong-exemption-education,경남(통영),exemption-education,경남,통영시,경상남도 통영시 발개로 194,055-646-8082,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 면제교육기관(교육장) 목록에서 확인,active
gyeongnam-yacht-goseong-exemption-education,경남요트(고성),exemption-education,경남,고성군,경상남도 고성군 회화면 회진로 482,055-670-4533,yacht,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 면제교육기관(교육장) 목록에서 요트 명칭으로 확인,active
gyeongbuk-gumi-exemption-education,경북(구미),exemption-education,경북,구미시,경상북도구미시남구미로103,054-602-0001,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 면제교육기관(교육장) 목록에서 확인. 주소 표기는 공식 자료 원문을 유지,active
gyeongbuk-andong-exemption-education,경북(안동),exemption-education,경북,안동시,경상북도 안동시 석주로 514,054-821-2020,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 면제교육기관(교육장) 목록에서 확인,active
gyeongbuk-yeongdeok-exemption-education,경북(영덕),exemption-education,경북,영덕군,경상북도 영덕군 강구면 강영로 33,054-732-8884,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 면제교육기관(교육장) 목록에서 확인,active
gyeongbuk-sangju-exemption-education,경북(상주),exemption-education,경북,상주시,경상북도 상주시 낙동면 낙동1길 108,070-4820-3875,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 면제교육기관(교육장) 목록에서 확인,active
gyeongbuk-yacht-uljin-exemption-education,경북요트(울진),exemption-education,경북,울진군,경상북도 울진군 후포면 울진대게로 98,054-788-4771,yacht,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 면제교육기관(교육장) 목록에서 요트 명칭으로 확인,active
jeonnam-yeongam-exemption-education,전남(영암),exemption-education,전남,영암군,전라남도 영암군 삼호읍 나불외도로 126-45,061-462-0741,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 면제교육기관(교육장) 목록에서 확인,active
jeonnam-naju-exemption-education,전남(나주),exemption-education,전남,나주시,전라남도 나주시 다도면 나주호로 558-314,061-337-2009,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 면제교육기관(교육장) 목록에서 확인,active
jeonnam-mokpo-exemption-education,전남(목포),exemption-education,전남,목포시,"전남 목포시 해양대학로 91, 목포해양대학교 미래융복합관 D1 5층",061-240-7147,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 면제교육기관(교육장) 목록에서 확인,active
jeonnam-yeosu-exemption-education,전남(여수),exemption-education,전남,여수시,"전라남도 여수시 웅천로 189, 웅천부영1차상가 202호",061-685-9011,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 면제교육기관(교육장) 목록에서 확인,active
jeonnam-yacht-yeosu-exemption-education,전남요트(여수),exemption-education,전남,여수시,"전라남도 여수시 웅천로 189, 웅천부영1차상가 202호",061-685-9011,yacht,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 면제교육기관(교육장) 목록에서 요트 명칭으로 확인,active
jeonbuk-gimje-exemption-education,전북(김제),exemption-education,전북,김제시,전라북도 김제시 만경읍 만경로 750,063-548-7774,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 면제교육기관(교육장) 목록에서 확인,active
busan-suyeong-exemption-education,부산(수영),exemption-education,부산,수영구,부산광역시 수영구 민락수변로 239번길 18,051-742-0367,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 면제교육기관(교육장) 목록에서 확인,active
busan-yacht-suyeong-exemption-education,부산요트(수영),exemption-education,부산,수영구,부산광역시 수영구 민락수변로 239번길 18,051-742-0367,yacht,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 면제교육기관(교육장) 목록에서 요트 명칭으로 확인,active
busan-gijang-exemption-education,부산(기장),exemption-education,부산,기장군,부산광역시 기장군 기장읍 시랑리 95번지,051-724-0147,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 면제교육기관(교육장) 목록에서 확인,active
busan-yeongdo-exemption-education,부산(영도),exemption-education,부산,영도구,부산광역시 영도구 태종로 727,051-410-5250,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 면제교육기관(교육장) 목록에서 확인,active
busan-yacht-yeongdo-exemption-education,부산요트(영도),exemption-education,부산,영도구,부산광역시 영도구 태종로 727,051-410-5250,yacht,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 면제교육기관(교육장) 목록에서 요트 명칭으로 확인,active
jeju-iho-exemption-education,제주(이호),exemption-education,제주,제주시,제주특별자치도 서해안로 45-18,064-743-6232,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 면제교육기관(교육장) 목록에서 확인,active
jeju-dodu-exemption-education,제주(도두),exemption-education,제주,제주시,제주특별자치도 제주시 도두항서길34,064-743-7536,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 면제교육기관(교육장) 목록에서 확인,active
gangwon-samcheok-exemption-education,강원(삼척),exemption-education,강원,삼척시,강원도 삼척시 근덕면 덕산해변길 104,033-576-0612,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 면제교육기관(교육장) 목록에서 확인,active
ulsan-namgu-exemption-education,울산(남구),exemption-education,울산,남구,울산광역시 남구 여천동 부두로 288,052-298-6025,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 면제교육기관(교육장) 목록에서 확인,active
