id,name,type,region,city,address,phone,availableLicenses,sourceUrl,sourceCheckedAt,note,status
jeonnam-yeosu-safety-education,전남(여수),safety-education,전남,여수시,전라남도 여수시 화양면 화양로 1436-29,061-683-6458,general,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 확인,active
jeonnam-yeongam-safety-education,전남(영암),safety-education,전남,영암군,전라남도 영암군 삼호읍 나불외도로 126-45,061-462-0741,general,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 확인,active
jeonnam-naju-safety-education,전남(나주),safety-education,전남,나주시,전라남도 나주시 다도면 나주호로 558-314,061-337-2009,general,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 확인,active
jeonnam-yacht-mokpo-safety-education,전남요트(목포),safety-education,전남,목포시,"전남 목포시 해양대학로 91, 목포해양대학교 미래융복합관 D1 5층",061-240-7147,yacht,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 요트 명칭으로 확인,active
jeonbuk-gimje-safety-education,전북(김제),safety-education,전북,김제시,전라북도 김제시 만경읍 만경리 750,063-548-7774,general,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 확인,active
gyeongnam-masan-safety-education,경남(마산),safety-education,경남,창원시,경상남도 창원시 마산합포구 진동면 광암회단지길 42,055-271-9977,general,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 확인,active
gyeongnam-changwon-safety-education,경남(창원),safety-education,경남,창원시,경남 창원시 진해구 천자로 160,055-551-9122,general,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 확인,active
gyeongnam-hapcheon-safety-education,경남(합천),safety-education,경남,합천군,경상남도 합천군 봉산면 서부로 4270-8,055-933-1973,general,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 확인,active
gyeongnam-tongyeong-safety-education,경남(통영),safety-education,경남,통영시,경상남도 통영시 평인일주로 478,055-648-8083,general,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 확인,active
gyeongnam-sacheon-safety-education,경남(사천),safety-education,경남,사천시,경상남도 사천시 해안관광로 339,055-834-1002,general,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 확인,active
gyeongnam-yacht-tongyeong-safety-education,경남요트(통영),safety-education,경남,통영시,경상남도 통영시 도남로 269-28,055-641-5051,yacht,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 요트 명칭으로 확인,active
gyeongnam-yacht-geoje-safety-education,경남요트(거제),safety-education,경남,거제시,경상남도 거제시 남부면 남부해안로 1035,055-632-2955,yacht,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 요트 명칭으로 확인,active
gyeongbuk-andong-safety-education,경북(안동),safety-education,경북,안동시,경상북도 안동시 석주로 514,054-821-2020,general,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 확인,active
gyeongbuk-yeongdeok-safety-education,경북(영덕),safety-education,경북,영덕군,경상북도 영덕군 강구면 강영로 33,054-732-8884,general,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 확인,active
gyeongbuk-pohang-safety-education,경북(포항),safety-education,경북,포항시,경상북도 포항시 남구 희망대로 810,054-270-4492,general,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 확인,active
gyeongbuk-yacht-yeongdeok-safety-education,경북요트(영덕),safety-education,경북,영덕군,경상북도 영덕군 강구면 강영로 33,054-732-8884,yacht,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 요트 명칭으로 확인,active
gangwon-chuncheon-safety-education,강원(춘천),safety-education,강원,춘천시,강원도 춘천시 고산배터길 27-6,033-252-9097,general,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 확인,active
gangwon-yacht-samcheok-safety-education,강원요트(삼척),safety-education,강원,삼척시,강원도 삼척시 근덕면 덕산해변길 104,033-576-0612,yacht,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 요트 명칭으로 확인,active
ulsan-namgu-safety-education,울산(남구),safety-education,울산,남구,울산광역시 남구 여천동 187-24,052-258-6115,general,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 확인,active
busan-suyeong-safety-education,부산(수영),safety-education,부산,수영구,부산광역시 수영구 민락수변로 239번길 18,051-742-0367,general,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 확인,active
busan-yacht-yeongdo-safety-education,부산요트(영도),safety-education,부산,영도구,부산광역시 영도구 태종로 727,051-410-5250,yacht,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 요트 명칭으로 확인,active
jeju-iho-safety-education,제주(이호),safety-education,제주,제주시,제주특별자치도 서해안로 45-18,064-743-6232,general,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 확인,active
jeju-yacht-dodu-safety-education,제주요트(도두),safety-education,제주,제주시,제주특별자치도 제주시 도두항서길 34,064-743-7536,yacht,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 요트 명칭으로 확인,active
