id,name,type,region,city,address,phone,availableLicenses,sourceUrl,sourceCheckedAt,note,status
gyeongnam-hapcheon-special-written-test,경남(합천),written-test,경남,합천군,경상남도 합천군 봉산면 서부로 4270-8,055-933-1973,,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 필기(특별)시험장 목록에서 확인 / ????? ?? ?? ??? ?? ?? ?? ?? ??,active
gyeongbuk-andong-pc-written-test,경북(안동),written-test,경북,안동시,경상북도 안동시 석주로 514,054-821-2020,,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 필기(상설PC)시험장 목록에서 확인 / ????? ?? ?? ??? ?? ?? ?? ?? ??,active
gyeongbuk-andong-special-written-test,경북(안동),written-test,경북,안동시,경상북도 안동시 석주로 514,054-821-2020,,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 필기(특별)시험장 목록에서 확인 / ????? ?? ?? ??? ?? ?? ?? ?? ??,active
gyeongbuk-uljin-pc-written-test,경북(울진),written-test,경북,울진군,"경상북도 울진군 후포면 후포로 72, 3층",054-502-2251,,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 필기(상설PC)시험장 목록에서 확인 / ????? ?? ?? ??? ?? ?? ?? ?? ??,active
gyeongbuk-pohang-pc-written-test,경북(포항)PC,written-test,경북,포항시,경상북도 포항시 북구 소티재로 151번길 21 포항해양경찰서,054-750-2351,,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 필기(상설PC)시험장 목록에서 확인 / ????? ?? ?? ??? ?? ?? ?? ?? ??,active
busan-yeongdo-pc-written-test,부산(영도)PC,written-test,부산,영도구,"부산광역시 영도구 해양로 53, 부산해양경찰서 청학출장소",051-664-2452,,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 필기(상설PC)시험장 목록에서 확인 / ????? ?? ?? ??? ?? ?? ?? ?? ??,active
busan-haeundae-pc-written-test,부산(해운대)PC,written-test,부산,해운대구,"부산광역시 해운대구 마린시티1로 178, 부산해양경찰서 동백출장소",051-664-2823,,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 필기(상설PC)시험장 목록에서 확인 / ????? ?? ?? ??? ?? ?? ?? ?? ??,active
seoul-yeongdeungpo-pc-written-test,서울(영등포)PC,written-test,서울,영등포구,서울특별시 영등포구 여의서로 120,02-761-7122,,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 필기(상설PC)시험장 목록에서 확인 / ????? ?? ?? ??? ?? ?? ?? ?? ??,active
ulsan-namgu-pc-written-test,울산(남구)PC,written-test,울산,남구,울산광역시 남구 신선로 20(선암동 717) 울산해양경찰서,052-230-2351,,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 필기(상설PC)시험장 목록에서 확인 / ????? ?? ?? ??? ?? ?? ?? ?? ??,active
incheon-cheongna-pc-written-test,인천(청라)PC,written-test,인천,서구,인천광역시 서구 청라루비로 96 인천해양경찰서,032-650-2651,,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 필기(상설PC)시험장 목록에서 확인 / ????? ?? ?? ??? ?? ?? ?? ?? ??,active
jeonnam-goheung-pc-written-test,전남(고흥)PC,written-test,전남,고흥군,"전라남도 고흥군 풍양면 천마로 1418-17, 풍남출장소",061-840-2125,,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 필기(상설PC)시험장 목록에서 확인 / ????? ?? ?? ??? ?? ?? ?? ?? ??,active
jeonnam-mokpo-pc-written-test,전남(목포)PC,written-test,전남,목포시,"전라남도 목포시 청호로 231, 목포해양경찰서",061-241-2551,,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 필기(상설PC)시험장 목록에서 확인 / ????? ?? ?? ??? ?? ?? ?? ?? ??,active
jeonnam-yeosu-pc-written-test,전남(여수)PC,written-test,전남,여수시,전라남도 여수시 문수로 111 여수해양경찰서 민원동1층,061-840-2549,,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 필기(상설PC)시험장 목록에서 확인 / ????? ?? ?? ??? ?? ?? ?? ?? ??,active
jeonnam-wando-pc-written-test,전남(완도)PC,written-test,전남,완도군,"전라남도 완도군 완도읍 중앙길 93, 1층 완도해양경찰서",061-550-2600,,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 필기(상설PC)시험장 목록에서 확인 / ????? ?? ?? ??? ?? ?? ?? ?? ??,active
jeonbuk-gunsan-pc-written-test,전북(군산)PC,written-test,전북,군산시,전라북도 군산시 군산창길 21 군산해양경찰서,063-539-2451,,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 필기(상설PC)시험장 목록에서 확인 / ????? ?? ?? ??? ?? ?? ?? ?? ??,active
jeonbuk-buan-pc-written-test,전북(부안)PC,written-test,전북,부안군,전라북도 부안군 행안면 부안로 2531 부안해양경찰서 교통레저계,063-928-2349,,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 필기(상설PC)시험장 목록에서 확인 / ????? ?? ?? ??? ?? ?? ?? ?? ??,active
jeju-seogwipo-pc-written-test,제주(서귀포)PC,written-test,제주,서귀포시,제주특별자치도 서귀포시 서호남로 11 서귀포해양경찰서,064-793-2449,,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 필기(상설PC)시험장 목록에서 확인 / ????? ?? ?? ??? ?? ?? ?? ?? ??,active
jeju-jeju-pc-written-test,제주(제주)PC,written-test,제주,제주시,제주특별자치도 제주시 임항로 154번지 제주해양경찰서,064-766-2251,,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 필기(상설PC)시험장 목록에서 확인 / ????? ?? ?? ??? ?? ?? ?? ?? ??,active
chungnam-boryeong-pc-written-test,충남(보령)PC,written-test,충남,보령시,충청남도 보령시 성주산로 49 보령해양경찰서,041-402-2349,,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 필기(상설PC)시험장 목록에서 확인 / ????? ?? ?? ??? ?? ?? ?? ?? ??,active
chungnam-taean-pc-written-test,충남(태안)PC,written-test,충남,태안군,충청남도 태안군 태안읍 동백로 92-13 태안해양경찰서,041-950-2000,,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 필기(상설PC)시험장 목록에서 확인 / ????? ?? ?? ??? ?? ?? ?? ?? ??,active
chungbuk-chungju-special-written-test,충북(충주),written-test,충북,충주시,충청북도 충주시 동량면 미라실로 763,043-856-3119,,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 필기(특별)시험장 목록에서 확인 / ????? ?? ?? ??? ?? ?? ?? ?? ??,active
gangwon-chuncheon-practical-test,강원(춘천),practical-test,강원,춘천시,강원도 춘천시 고산배터길 27-6,033-252-9097,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 실기시험장 목록에서 확인,active
gangwon-yacht-samcheok-practical-test,강원요트(삼척),practical-test,강원,삼척시,강원도 삼척시 근덕면 덕산해변길 104,033-576-0612,yacht,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 실기시험장 목록에서 요트 명칭으로 확인,active
gyeonggi-gapyeong-practical-test,경기(가평),practical-test,경기,가평군,경기도 가평군 호반로 162,031-584-5700,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 실기시험장 목록에서 확인,active
gyeonggi-siheung-practical-test,경기(시흥),practical-test,경기,시흥시,경기도 시흥시 거북섬5길 16,031-496-9921,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 실기시험장 목록에서 확인,active
gyeonggi-yeoju-practical-test,경기(여주),practical-test,경기,여주시,경기도 여주시 강변북로 163,031-880-4084,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 실기시험장 목록에서 확인,active
gyeongnam-sacheon-practical-test,경남(사천),practical-test,경남,사천시,경상남도 사천시 해안관광로 339,055-834-1002,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 실기시험장 목록에서 확인,active
gyeongnam-changwon-practical-test,경남(창원),practical-test,경남,창원시,경상남도 창원시 마산합포구 진동면 광암회단지길 42,055-271-9977,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 실기시험장 목록에서 확인,active
gyeongnam-tongyeong-practical-test,경남(통영),practical-test,경남,통영시,경상남도 통영시 평인일주로 478,055-648-8083,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 실기시험장 목록에서 확인,active
gyeongnam-hapcheon-practical-test,경남(합천),practical-test,경남,합천군,경상남도 합천군 봉산면 서부로 4270-8,055-933-1973,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 실기시험장 목록에서 확인,active
gyeongnam-yacht-geoje-practical-test,경남요트(거제),practical-test,경남,거제시,경상남도 거제시 남부면 남부해안로 1035,055-632-2955,yacht,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 실기시험장 목록에서 요트 명칭으로 확인,active
gyeongnam-yacht-tongyeong-practical-test,경남요트(통영),practical-test,경남,통영시,경상남도 통영시 도남로 269-28,055-641-5051,yacht,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 실기시험장 목록에서 요트 명칭으로 확인,active
gyeongbuk-andong-practical-test,경북(안동),practical-test,경북,안동시,경상북도 안동시 석주로 514,054-821-2020,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 실기시험장 목록에서 확인,active
--practical-test-general-yacht-33,경북(영덕) / 경북요트(영덕),practical-test,경북,영덕군,경상북도 영덕군 강구면 강영로 33,054-732-8884,general|yacht,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,"공식 전국 면허시험장 안내의 실기시험장 목록에서 확인 / 공식 전국 면허시험장 안내의 실기시험장 목록에서 요트 명칭으로 확인 / ?? ????: gyeongbuk-yeongdeok-practical-test, gyeongbuk-yacht-yeongdeok-practical-test",active
gyeongbuk-pohang-practical-test,경북(포항),practical-test,경북,포항시,경상북도 포항시 남구 희망대로810,054-270-4492,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 실기시험장 목록에서 확인,active
busan-suyeong-practical-test,부산(수영),practical-test,부산,수영구,부산광역시 수영구 민락수변로 239번길 18,051-742-0367,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 실기시험장 목록에서 확인,active
busan-yacht-yeongdo-practical-test,부산요트(영도),practical-test,부산,영도구,부산광역시 영도구 태종로 727,051-410-5250,yacht,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 실기시험장 목록에서 요트 명칭으로 확인,active
--practical-test-general-yacht-256,서울(마포) / 서울요트(마포),practical-test,서울,마포구,서울특별시 마포구 마포나루길 256,02-304-5900,general|yacht,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,"공식 전국 면허시험장 안내의 실기시험장 목록에서 확인 / 공식 전국 면허시험장 안내의 실기시험장 목록에서 요트 명칭으로 확인 / ?? ????: seoul-mapo-practical-test, seoul-yacht-mapo-practical-test",active
seoul-yanghwa-practical-test,서울(양화),practical-test,서울,영등포구,서울특별시 영등포구 당산동 100-2,02-2039-2346,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 실기시험장 목록에서 확인,active
seoul-seocho-banpo-practical-test,서울서초(반포),practical-test,서울,서초구,서울특별시 서초구 올림픽대로 2085-18,1522-1477,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 실기시험장 목록에서 확인,active
ulsan-namgu-practical-test,울산(남구),practical-test,울산,남구,울산광역시 남구 여천동 50-1번지,052-258-6115,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 실기시험장 목록에서 확인,active
jeonnam-naju-practical-test,전남(나주),practical-test,전남,나주시,전라남도 나주시 다도면 나주호로 558-314,061-337-2009,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 실기시험장 목록에서 확인,active
jeonnam-yeosu-practical-test,전남(여수),practical-test,전남,여수시,전라남도 여수시 화양면 화양로 1436-29,061-683-6458,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 실기시험장 목록에서 확인,active
jeonnam-yeongam-practical-test,전남(영암),practical-test,전남,영암군,전라남도 영암군 삼호읍 나불외도로 126-45,061-462-0741,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 실기시험장 목록에서 확인,active
jeonnam-yacht-mokpo-practical-test,전남요트(목포),practical-test,전남,목포시,"전남 목포시 해양대학로 91, 목포해양대학교 미래융복합관 D1 5층",061-240-7147,yacht,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 실기시험장 목록에서 요트 명칭으로 확인,active
jeonbuk-gimje-practical-test,전북(김제),practical-test,전북,김제시,전라북도 김제시 만경읍 만경리 100,063-548-7774,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 실기시험장 목록에서 확인,active
jeju-iho-practical-test,제주(이호),practical-test,제주,제주시,제주특별자치도 서해안로 45-18,064-743-6232,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 실기시험장 목록에서 확인,active
jeju-yacht-dodu-practical-test,제주요트(도두),practical-test,제주,제주시,제주특별자치도 제주시 도두항서길 34,064-743-7536,yacht,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 실기시험장 목록에서 요트 명칭으로 확인,active
chungnam-asan-practical-test,충남(아산),practical-test,충남,아산시,충청남도 아산시 신정호길 15-14,041-541-9423,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 실기시험장 목록에서 확인,active
chungnam-taean-practical-test,충남(태안),practical-test,충남,태안군,충청남도 태안군 남면 곰섬로 314,041-674-8101,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 실기시험장 목록에서 확인,active
chungbuk-chungju-practical-test,충북(충주),practical-test,충북,충주시,충청북도 충주시 동량면 미라실로 763,043-856-3119,general,https://boat.kcg.go.kr/home/custCnter/ntcInfo/infoView4.do,2026-06-19,공식 전국 면허시험장 안내의 실기시험장 목록에서 확인,active
gangwon-chuncheon-safety-education,강원(춘천),safety-education,강원,춘천시,강원도 춘천시 고산배터길 27-6,033-252-9097,general,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 확인,active
gangwon-yacht-samcheok-safety-education,강원요트(삼척),safety-education,강원,삼척시,강원도 삼척시 근덕면 덕산해변길 104,033-576-0612,yacht,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 요트 명칭으로 확인,active
gyeonggi-gapyeong-safety-education,경기(가평),safety-education,경기,가평군,경기도 가평군 청평면 호반로 162,031-584-5700,general,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 확인,active
gyeonggi-siheung-safety-education,경기(시흥),safety-education,경기,시흥시,경기도 시흥시 거북섬5길 16 거북섬프라자 201호,031-496-9921,general,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 확인,active
gyeonggi-yeoju-safety-education,경기(여주),safety-education,경기,여주시,경기도 여주시 강변북로 163,031-880-4084,general,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 확인,active
gyeongnam-masan-safety-education,경남(마산),safety-education,경남,창원시,경상남도 창원시 마산합포구 진동면 광암회단지길 42,055-271-9977,general,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 확인,active
gyeongnam-sacheon-safety-education,경남(사천),safety-education,경남,사천시,경상남도 사천시 해안관광로 339,055-834-1002,general,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 확인,active
gyeongnam-changwon-safety-education,경남(창원),safety-education,경남,창원시,경남 창원시 진해구 천자로 160,055-551-9122,general,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 확인,active
gyeongnam-tongyeong-safety-education,경남(통영),safety-education,경남,통영시,경상남도 통영시 평인일주로 478,055-648-8083,general,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 확인,active
gyeongnam-hapcheon-safety-education,경남(합천),safety-education,경남,합천군,경상남도 합천군 봉산면 서부로 4270-8,055-933-1973,general,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 확인,active
gyeongnam-yacht-geoje-safety-education,경남요트(거제),safety-education,경남,거제시,경상남도 거제시 남부면 남부해안로 1035,055-632-2955,yacht,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 요트 명칭으로 확인,active
gyeongnam-yacht-tongyeong-safety-education,경남요트(통영),safety-education,경남,통영시,경상남도 통영시 도남로 269-28,055-641-5051,yacht,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 요트 명칭으로 확인,active
gyeongbuk-andong-safety-education,경북(안동),safety-education,경북,안동시,경상북도 안동시 석주로 514,054-821-2020,general,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 확인,active
--safety-education-general-yacht-33,경북(영덕) / 경북요트(영덕),safety-education,경북,영덕군,경상북도 영덕군 강구면 강영로 33,054-732-8884,general|yacht,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,"공식 전국 교육장 안내에서 확인 / 공식 전국 교육장 안내에서 요트 명칭으로 확인 / ?? ????: gyeongbuk-yeongdeok-safety-education, gyeongbuk-yacht-yeongdeok-safety-education",active
gyeongbuk-pohang-safety-education,경북(포항),safety-education,경북,포항시,경상북도 포항시 남구 희망대로 810,054-270-4492,general,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 확인,active
busan-suyeong-safety-education,부산(수영),safety-education,부산,수영구,부산광역시 수영구 민락수변로 239번길 18,051-742-0367,general,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 확인,active
busan-yacht-yeongdo-safety-education,부산요트(영도),safety-education,부산,영도구,부산광역시 영도구 태종로 727,051-410-5250,yacht,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 요트 명칭으로 확인,active
--safety-education-general-yacht-256,서울(마포) / 서울요트(마포),safety-education,서울,마포구,서울특별시 마포구 마포나루길 256,02-304-5900,general|yacht,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,"공식 전국 교육장 안내에서 확인 / 공식 전국 교육장 안내에서 요트 명칭으로 확인 / ?? ????: seoul-mapo-safety-education, seoul-yacht-mapo-safety-education",active
seoul-yanghwa-safety-education,서울(양화),safety-education,서울,영등포구,서울특별시 영등포구 당산동 100-2,02-2039-2346,general,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 확인,active
seoul-seocho-banpo-safety-education,서울서초(반포),safety-education,서울,서초구,서울특별시 서초구 올림픽대로 2085-18,1522-1477,general,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 확인,active
ulsan-namgu-safety-education,울산(남구),safety-education,울산,남구,울산광역시 남구 여천동 187-24,052-258-6115,general,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 확인,active
jeonnam-naju-safety-education,전남(나주),safety-education,전남,나주시,전라남도 나주시 다도면 나주호로 558-314,061-337-2009,general,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 확인,active
jeonnam-yeosu-safety-education,전남(여수),safety-education,전남,여수시,전라남도 여수시 화양면 화양로 1436-29,061-683-6458,general,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 확인,active
jeonnam-yeongam-safety-education,전남(영암),safety-education,전남,영암군,전라남도 영암군 삼호읍 나불외도로 126-45,061-462-0741,general,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 확인,active
jeonnam-yacht-mokpo-safety-education,전남요트(목포),safety-education,전남,목포시,"전남 목포시 해양대학로 91, 목포해양대학교 미래융복합관 D1 5층",061-240-7147,yacht,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 요트 명칭으로 확인,active
jeonbuk-gimje-safety-education,전북(김제),safety-education,전북,김제시,전라북도 김제시 만경읍 만경리 750,063-548-7774,general,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 확인,active
jeju-iho-safety-education,제주(이호),safety-education,제주,제주시,제주특별자치도 서해안로 45-18,064-743-6232,general,https://boat.kcg.go.kr/home/wtrcSafeEdu/safeEduGdnc/infoView4.do,2026-06-19,공식 전국 교육장 안내에서 확인,active
